date,name,category,value
2002-01-01,Boeing,United States,39900
2002-01-01,Northrop Grumman Corp.,United States,35560
2002-01-01,Lockheed Martin Corp.,United States,31960
2002-01-01,BAE Systems,United Kingdom,19960
2002-01-01,Raytheon,United States,20360
2002-01-01,General Dynamics Corp.,United States,16630
2002-01-01,Thales,France,11100
2002-01-01,United Technologies Corp.,United States,9550
2002-01-01,EADS,Trans-European,9390
2002-01-01,Honeywell International,United States,6300
2002-01-01,Finmeccanica,Italy,6480
2002-01-01,L-3 Communications,United States,5110
2002-01-01,Science Applications International Corp.,United States,5080
2002-01-01,Rolls-Royce,United Kingdom,4040
2002-01-01,Mitsubishi Heavy Industries,Japan,2370
2002-01-01,General Electric,United States,3730
2002-01-01,Computer Sciences Corp.,United States,3350
2002-01-01,GKN,United Kingdom,2550
2002-01-01,United Defense Industries,United States,2930
2002-01-01,MBDA,Trans-European,2750
2002-01-01,Rheinmetall,Germany,2710
2002-01-01,ITT Industries,United States,2560
2002-01-01,Textron,United States,2350
2002-01-01,Direction des Constructions Navales,France,2220
2002-01-01,DynCorp,United States,2300
2002-01-01,Saab,Sweden,1750
2002-01-01,Israel Aircraft Industries,Israel,2230
2002-01-01,Alliant Techsystems,United States,2120
2002-01-01,URS Corp.,United States,2030
2002-01-01,SNECMA Groupe,France,1880
2002-01-01,Indian Ordnance Factories,India,2510
2002-01-01,Dassault Aviation Group,France,1850
2002-01-01,Rockwell Collins,United States,1900
2002-01-01,CEA,France,1780
2002-01-01,Smiths Group,United Kingdom,1560
2002-01-01,Goodrich Corp.,United States,1730
2002-01-01,Harris Corp.,United States,1630
2002-01-01,KnAAPO,Russia,1950
2002-01-01,ThyssenKrupp,Germany,1650
2002-01-01,DaimlerChrysler,Germany,1610
2002-01-01,Halliburton,United States,1570
2002-01-01,QinetiQ,United Kingdom,1320
2002-01-01,General Motors Company,United States,1520
2002-01-01,Kawasaki Heavy Industries,Japan,870
2002-01-01,Elbit Systems,Israel,1520
2002-01-01,ST Engineering,Singapore,1690
2002-01-01,Booz Allen Hamilton,United States,1350
2002-01-01,Mitsubishi Electric Corp.,Japan,770
2002-01-01,GIAT Industries,France,1180
2002-01-01,Titan Corp.,United States,1240
2002-01-01,Rafael,Israel,1270
2002-01-01,FIAT,Italy,1250
2002-01-01,CACI International,United States,1150
2002-01-01,VT Group,United Kingdom,940
2002-01-01,Anteon International Corp,United States,1080
2002-01-01,Ishikawajima-Harima Heavy Industries,Japan,630
2002-01-01,SAGEM Groupe,France,1010
2002-01-01,DRS Technologies,United States,1030
2002-01-01,Korea Aerospace Industries,South Korea,960
2002-01-01,Oshkosh Truck Corp.,United States,1020
2002-01-01,Krauss-Maffei Wegmann,Germany,980
2002-01-01,Electronic Data Systems,United States,970
2002-01-01,Bechtel Corp.,United States,930
2002-01-01,Cobham,United Kingdom,770
2002-01-01,Serco Group,United Kingdom,770
2002-01-01,Hindustan Aeronautics,India,1110
2002-01-01,Diehl,Germany,870
2002-01-01,Veridian Corp.,United States,850
2002-01-01,Irkut,Russia,1000
2002-01-01,Aerokosmicheskoe Oborudovanie,Russia,980
2002-01-01,RUAG,Switzerland,910
2002-01-01,Fincantieri,Italy,800
2002-01-01,The Aerospace Corp.,United States,760
2002-01-01,Stewart & Stevenson,United States,760
2002-01-01,Jacobs Engineering Group,United States,760
2002-01-01,Mitre Corp.,United States,750
2002-01-01,Babcock International Group,United Kingdom,620
2002-01-01,ManTech International Corp.,United States,730
2002-01-01,Samsung Techwin,South Korea,660
2002-01-01,Bharat Electronics,India,890
2002-01-01,Precision Castparts Corp.,United States,690
2002-01-01,NEC Corp.,Japan,400
2002-01-01,CAE,Canada,710
2002-01-01,Izar,Spain,710
2002-01-01,Engineered Support Systems,United States,640
2002-01-01,Raytheon Aerospace Company,United States,630
2002-01-01,ARINC,United States,630
2002-01-01,Toshiba Corp.,Japan,360
2002-01-01,Areva,France,580
2002-01-01,Indra,Spain,650
2002-01-01,Silicon Graphics,United States,610
2002-01-01,Israel Military Industries,Israel,620
2002-01-01,Elisra,Israel,620
2002-01-01,Alvis,United Kingdom,480
2002-01-01,Kongsberg Gruppen,Norway,410
2002-01-01,ADI,Australia,710
2002-01-01,UMPO,Russia,650
2002-01-01,Denel,South Africa,510
2002-01-01,Ultra Electronics Group,United Kingdom,450
2002-01-01,Cubic Corp.,United States,520
2003-01-01,Boeing,United States,42840
2003-01-01,Lockheed Martin Corp.,United States,41250
2003-01-01,Northrop Grumman Corp.,United States,33630
2003-01-01,BAE Systems,United Kingdom,20250
2003-01-01,Raytheon,United States,21760
2003-01-01,General Dynamics Corp.,United States,21690
2003-01-01,Thales,France,11060
2003-01-01,EADS,Trans-European,10970
2003-01-01,United Technologies Corp.,United States,10280
2003-01-01,Finmeccanica,Italy,7500
2003-01-01,L-3 Communications,United States,7420
2003-01-01,Honeywell International,United States,6570
2003-01-01,Computer Sciences Corp.,United States,6260
2003-01-01,Science Applications International Corp.,United States,6130
2003-01-01,Rolls-Royce,United Kingdom,3880
2003-01-01,Halliburton,United States,4980
2003-01-01,MBDA,Trans-European,3630
2003-01-01,Mitsubishi Heavy Industries,Japan,2380
2003-01-01,General Electric,United States,3970
2003-01-01,DCN,France,2850
2003-01-01,United Defense Industries,United States,3390
2003-01-01,GKN,United Kingdom,2600
2003-01-01,Dassault Aviation Group,France,2400
2003-01-01,Rheinmetall,Germany,2560
2003-01-01,ITT Industries,United States,2960
2003-01-01,Saab,Sweden,1850
2003-01-01,SNECMA Groupe,France,2210
2003-01-01,CEA,France,2040
2003-01-01,Alliant Techsystems,United States,2420
2003-01-01,Sukhoi,Russia,2510
2003-01-01,Textron,United States,2320
2003-01-01,Goodrich Corp.,United States,2190
2003-01-01,Indian Ordnance Factories,India,2620
2003-01-01,Israel Aircraft Industries,Israel,2210
2003-01-01,Rockwell Collins,United States,2100
2003-01-01,Kawasaki Heavy Industries,Japan,1100
2003-01-01,Harris Corp.,United States,1940
2003-01-01,QinetiQ,United Kingdom,1430
2003-01-01,ThyssenKrupp,Germany,1570
2003-01-01,Smiths Group,United Kingdom,1410
2003-01-01,Titan Corp.,United States,1670
2003-01-01,URS Corp.,United States,1640
2003-01-01,Almaz-Antey,Russia,1680
2003-01-01,CACI International,United States,1570
2003-01-01,DRS Technologies,United States,1560
2003-01-01,Booz Allen Hamilton,United States,1560
2003-01-01,DaimlerChrysler,Germany,1320
2003-01-01,Anteon International Corp,United States,1520
2003-01-01,Elbit Systems,Israel,1520
2003-01-01,ST Engineering,Singapore,1750
2003-01-01,VT Group,United Kingdom,1080
2003-01-01,SAGEM Groupe,France,1100
2003-01-01,Izar,Spain,1220
2003-01-01,GIAT Industries,France,1090
2003-01-01,Rafael,Israel,1330
2003-01-01,Mitsubishi Electric Corp.,Japan,700
2003-01-01,Bechtel Corp.,United States,1240
2003-01-01,Krauss-Maffei Wegmann,Germany,1000
2003-01-01,Electronic Data Systems,United States,1140
2003-01-01,Cobham,United Kingdom,870
2003-01-01,Serco Group,United Kingdom,850
2003-01-01,Oshkosh Truck Corp.,United States,1090
2003-01-01,Hindustan Aeronautics,India,1300
2003-01-01,ManTech International Corp.,United States,1060
2003-01-01,Diehl,Germany,890
2003-01-01,Ishikawajima-Harima Heavy Industries,Japan,570
2003-01-01,RUAG,Switzerland,1030
2003-01-01,Jacobs Engineering Group,United States,1010
2003-01-01,Alvis,United Kingdom,730
2003-01-01,Fincantieri,Italy,810
2003-01-01,Avio,Italy,790
2003-01-01,Engineered Support Systems,United States,890
2003-01-01,Korea Aerospace Industries,South Korea,780
2003-01-01,Babcock International Group,United Kingdom,670
2003-01-01,Indra,Spain,750
2003-01-01,The Aerospace Corp.,United States,840
2003-01-01,Aerokosmicheskoe Oborudovanie,Russia,860
2003-01-01,Irkut,Russia,840
2003-01-01,AM General,United States,790
2003-01-01,NEC Corp.,Japan,430
2003-01-01,Israel Military Industries,Israel,780
2003-01-01,Bharat Electronics,India,920
2003-01-01,Mitre Corp.,United States,760
2003-01-01,Samsung Techwin,South Korea,670
2003-01-01,CAE,Canada,710
2003-01-01,Denel,South Africa,490
2003-01-01,Stewart & Stevenson,United States,750
2003-01-01,Chugach Alaska Corporation,United States,730
2003-01-01,Precision Castparts Corp.,United States,710
2003-01-01,Kongsberg Gruppen,Norway,460
2003-01-01,ADI,Australia,730
2003-01-01,EDO,United States,680
2003-01-01,Ericsson,Sweden,430
2003-01-01,UMPO,Russia,680
2003-01-01,Toshiba Corp.,Japan,350
2003-01-01,Tenix,Australia,650
2003-01-01,Ultra Electronics Group,United Kingdom,480
2003-01-01,Cubic Corp.,United States,610
2003-01-01,Moog,United States,600
2003-01-01,Curtiss-Wright Corp.,United States,580
2004-01-01,Boeing,United States,46740
2004-01-01,Lockheed Martin Corp.,United States,42170
2004-01-01,Northrop Grumman Corp.,United States,35740
2004-01-01,BAE Systems,United Kingdom,18880
2004-01-01,General Dynamics Corp.,United States,24430
2004-01-01,Raytheon,United States,24140
2004-01-01,EADS,Trans-European,11570
2004-01-01,Thales,France,10550
2004-01-01,Finmeccanica,Italy,10020
2004-01-01,United Technologies Corp.,United States,10870
2004-01-01,Halliburton,United States,10600
2004-01-01,L-3 Communications,United States,9100
2004-01-01,Science Applications International Corp.,United States,7530
2004-01-01,Computer Sciences Corp.,United States,6980
2004-01-01,Honeywell International,United States,6760
2004-01-01,MBDA,Trans-European,4630
2004-01-01,Rolls-Royce,United Kingdom,3740
2004-01-01,DCN,France,3820
2004-01-01,General Electric,United States,4840
2004-01-01,Mitsubishi Heavy Industries,Japan,2360
2004-01-01,ITT Industries,United States,3890
2004-01-01,GKN,United Kingdom,2710
2004-01-01,United Defense Industries,United States,3690
2004-01-01,Snecma Groupe,France,2300
2004-01-01,Saab,Sweden,1900
2004-01-01,Alliant Techsystems,United States,2810
2004-01-01,CEA,France,2030
2004-01-01,Rheinmetall,Germany,2180
2004-01-01,Dassault Aviation Group,France,1970
2004-01-01,Harris Corp.,United States,2500
2004-01-01,Rockwell Collins,United States,2480
2004-01-01,Sukhoi,Russia,2180
2004-01-01,Goodrich Corp.,United States,2290
2004-01-01,CACI International,United States,2240
2004-01-01,QinetiQ,United Kingdom,1570
2004-01-01,Israel Aircraft Industries,Israel,2280
2004-01-01,Kawasaki Heavy Industries,Japan,1150
2004-01-01,Textron,United States,2100
2004-01-01,Indian Ordnance Factories,India,2440
2004-01-01,Titan Corp.,United States,2080
2004-01-01,DRS Technologies,United States,2030
2004-01-01,Smiths Group,United Kingdom,1400
2004-01-01,Almaz-Antey,Russia,1770
2004-01-01,URS Corp.,United States,1850
2004-01-01,Anteon International Corp,United States,1820
2004-01-01,New Izar,Spain,1410
2004-01-01,SAGEM Groupe,France,1290
2004-01-01,Booz Allen Hamilton,United States,1710
2004-01-01,VT Group,United Kingdom,1180
2004-01-01,Electronic Data Systems,United States,1600
2004-01-01,Elbit Systems,Israel,1570
2004-01-01,ThyssenKrupp,Germany,1180
2004-01-01,Hindustan Aeronautics,India,1690
2004-01-01,Cobham,United Kingdom,1020
2004-01-01,Serco Group,United Kingdom,1010
2004-01-01,AM General,United States,1390
2004-01-01,ST Engineering,Singapore,1600
2004-01-01,Engineered Support Systems,United States,1350
2004-01-01,Mitsubishi Electric Corp.,Japan,720
2004-01-01,Bechtel Corp.,United States,1290
2004-01-01,Oshkosh Truck Corp.,United States,1240
2004-01-01,ManTech International Corp.,United States,1240
2004-01-01,Ishikawajima-Harima Heavy Industries,Japan,650
2004-01-01,Rafael,Israel,1270
2004-01-01,Krauss-Maffei Wegmann,Germany,950
2004-01-01,GIAT Industries,France,860
2004-01-01,Babcock International Group,United Kingdom,790
2004-01-01,Diehl,Germany,820
2004-01-01,RUAG,Switzerland,940
2004-01-01,Bharat Electronics,India,1160
2004-01-01,MTU Aero Engines,Germany,780
2004-01-01,Indra,Spain,790
2004-01-01,Armor Holdings,United States,980
2004-01-01,NEC Corp.,Japan,510
2004-01-01,Irkut,Russia,860
2004-01-01,Jacobs Engineering Group,United States,940
2004-01-01,Avio,Italy,700
2004-01-01,Fincantieri,Italy,700
2004-01-01,Chugach Alaska Corporation,United States,890
2004-01-01,Stewart & Stevenson,United States,890
2004-01-01,Precision Castparts Corp.,United States,870
2004-01-01,ARINC,United States,850
2004-01-01,The Aerospace Corp.,United States,820
2004-01-01,Mitre Corp.,United States,810
2004-01-01,Shaw Group,United States,770
2004-01-01,Curtiss-Wright Corp.,United States,770
2004-01-01,EDO,United States,770
2004-01-01,DaimlerChrysler,Germany,590
2004-01-01,Samsung Techwin,South Korea,620
2004-01-01,CAE,Canada,660
2004-01-01,Korea Aerospace Industries,South Korea,610
2004-01-01,Cubic Corp.,United States,730
2004-01-01,Ultra Electronics Group,United Kingdom,510
2004-01-01,Aerokosmicheskoe Oborudovanie,Russia,650
2004-01-01,Marine United,Japan,380
2004-01-01,Tenix,Australia,660
2004-01-01,Denel,South Africa,410
2004-01-01,ADI,Australia,660
2004-01-01,Vought Aircraft Industries,United States,710
2004-01-01,Moog,United States,690
2005-01-01,Boeing,United States,46150
2005-01-01,Lockheed Martin Corp.,United States,40870
2005-01-01,Northrop Grumman Corp.,United States,36390
2005-01-01,BAE Systems,United Kingdom,23730
2005-01-01,General Dynamics Corp.,United States,25850
2005-01-01,Raytheon,United States,25140
2005-01-01,EADS,Trans-European,11500
2005-01-01,Thales,France,10340
2005-01-01,Finmeccanica,Italy,10810
2005-01-01,L-3 Communications,United States,13210
2005-01-01,United Technologies Corp.,United States,10670
2005-01-01,Halliburton,United States,9420
2005-01-01,Science Applications International Corp.,United States,7910
2005-01-01,Honeywell International,United States,6710
2005-01-01,MBDA,Trans-European,4700
2005-01-01,DCN,France,4070
2005-01-01,Rolls-Royce,United Kingdom,3870
2005-01-01,Computer Sciences Corp.,United States,5300
2005-01-01,ITT Industries,United States,4980
2005-01-01,General Electric,United States,4680
2005-01-01,Safran,France,3040
2005-01-01,Mitsubishi Heavy Industries,Japan,1930
2005-01-01,Dassault Aviation Group,France,2560
2005-01-01,Saab,Sweden,2100
2005-01-01,Alliant Techsystems,United States,3210
2005-01-01,Rockwell Collins,United States,2820
2005-01-01,Textron,United States,2810
2005-01-01,Rheinmetall,Germany,2160
2005-01-01,CEA,France,1980
2005-01-01,DRS Technologies,United States,2600
2005-01-01,Almaz-Antey,Russia,2060
2005-01-01,Electronic Data Systems,United States,2450
2005-01-01,QinetiQ,United Kingdom,1730
2005-01-01,Israel Aircraft Industries,Israel,2500
2005-01-01,CACI International,United States,2360
2005-01-01,Goodrich Corp.,United States,2360
2005-01-01,Indian Ordnance Factories,India,2540
2005-01-01,Smiths Group,United Kingdom,1620
2005-01-01,Harris Corp.,United States,2250
2005-01-01,URS Corp.,United States,2200
2005-01-01,Kawasaki Heavy Industries,Japan,1200
2005-01-01,Booz Allen Hamilton,United States,2140
2005-01-01,Anteon International Corp,United States,2040
2005-01-01,ThyssenKrupp,Germany,1630
2005-01-01,AM General,United States,2000
2005-01-01,Armor Holdings,United States,1860
2005-01-01,VT Group,United Kingdom,1300
2005-01-01,Hindustan Aeronautics,India,1910
2005-01-01,Oshkosh Truck Corp.,United States,1650
2005-01-01,Serco Group,United Kingdom,1150
2005-01-01,Cobham,United Kingdom,1130
2005-01-01,Elbit Systems,Israel,1650
2005-01-01,Navantia,Spain,1210
2005-01-01,Engineered Support Systems,United States,1510
2005-01-01,Mitsubishi Electric Corp.,Japan,830
2005-01-01,ManTech International Corp.,United States,1450
2005-01-01,ST Engineering,Singapore,1690
2005-01-01,GIAT Industries,France,1050
2005-01-01,DynCorp International,United States,1360
2005-01-01,Bechtel Corp.,United States,1330
2005-01-01,Rafael,Israel,1320
2005-01-01,NEC Corp.,Japan,670
2005-01-01,Krauss-Maffei Wegmann,Germany,930
2005-01-01,GKN,United Kingdom,820
2005-01-01,Diehl,Germany,900
2005-01-01,Ishikawajima-Harima Heavy Industries,Japan,600
2005-01-01,Indra,Spain,840
2005-01-01,Bumar Group,Poland,920
2005-01-01,Admiralty Shipyards,Russia,850
2005-01-01,Stewart & Stevenson,United States,980
2005-01-01,Irkut,Russia,810
2005-01-01,MTU Aero Engines,Germany,760
2005-01-01,Babcock International Group,United Kingdom,680
2005-01-01,Fincantieri,Italy,750
2005-01-01,EDO,United States,940
2005-01-01,RUAG,Switzerland,890
2005-01-01,The Aerospace Corp.,United States,900
2005-01-01,Mitre Corp.,United States,890
2005-01-01,Jacobs Engineering Group,United States,890
2005-01-01,Curtiss-Wright Corp.,United States,890
2005-01-01,Bharat Electronics,India,980
2005-01-01,Precision Castparts Corp.,United States,870
2005-01-01,Cubic Corp.,United States,840
2005-01-01,Sevmash,Russia,700
2005-01-01,Korea Aerospace Industries,South Korea,630
2005-01-01,Shaw Group,United States,830
2005-01-01,DaimlerChrysler,Germany,660
2005-01-01,Avio,Italy,640
2005-01-01,Sukhoi,Russia,670
2005-01-01,Chugach Alaska Corporation,United States,810
2005-01-01,Samsung Techwin,South Korea,600
2005-01-01,ADI,Australia,700
2005-01-01,Tenix,Australia,700
2005-01-01,Ultra Electronics Group,United Kingdom,550
2005-01-01,United Industrial,United States,750
2005-01-01,Vought Aircraft Industries,United States,730
2005-01-01,Teledyne Technologies,United States,730
2005-01-01,General Atomics,United States,720
2005-01-01,Moog,United States,720
2005-01-01,Meggitt,United Kingdom,510
2006-01-01,Boeing,United States,46370
2006-01-01,Lockheed Martin Corp.,United States,42490
2006-01-01,BAE Systems,United Kingdom,25580
2006-01-01,Northrop Grumman Corp.,United States,35740
2006-01-01,General Dynamics Corp.,United States,28360
2006-01-01,Raytheon,United States,26610
2006-01-01,EADS,Trans-European,14750
2006-01-01,L-3 Communications,United States,15080
2006-01-01,Finmeccanica,Italy,10340
2006-01-01,Thales,France,9300
2006-01-01,United Technologies Corp.,United States,11560
2006-01-01,Halliburton,United States,10020
2006-01-01,Science Applications International Corp.,United States,8760
2006-01-01,Honeywell International,United States,6650
2006-01-01,MBDA,Trans-European,4780
2006-01-01,Rolls-Royce,United Kingdom,4260
2006-01-01,Computer Sciences Corp.,United States,5440
2006-01-01,DCN,France,3840
2006-01-01,ITT Industries,United States,4970
2006-01-01,General Electric,United States,4930
2006-01-01,Safran,France,3110
2006-01-01,DRS Technologies,United States,4140
2006-01-01,Alliant Techsystems,United States,3550
2006-01-01,Mitsubishi Heavy Industries,Japan,2070
2006-01-01,Saab,Sweden,2180
2006-01-01,Textron,United States,3290
2006-01-01,Electronic Data Systems,United States,3280
2006-01-01,Rockwell Collins,United States,3080
2006-01-01,Almaz-Antey,Russia,2210
2006-01-01,Armor Holdings,United States,2920
2006-01-01,Rheinmetall,Germany,2200
2006-01-01,Israel Aerospace Industries,Israel,2800
2006-01-01,AM General,United States,2570
2006-01-01,Harris Corp.,United States,2510
2006-01-01,CACI International,United States,2510
2006-01-01,QinetiQ,United Kingdom,1730
2006-01-01,CEA,France,1790
2006-01-01,Dassault Aviation Group,France,1770
2006-01-01,Hindustan Aeronautics,India,2640
2006-01-01,URS Corp.,United States,2310
2006-01-01,ThyssenKrupp,Germany,1840
2006-01-01,Smiths Group,United Kingdom,1590
2006-01-01,Goodrich Corp.,United States,2220
2006-01-01,Booz Allen Hamilton,United States,2190
2006-01-01,VT Group,United Kingdom,1510
2006-01-01,Elbit Systems,Israel,2240
2006-01-01,Oshkosh Truck Corp.,United States,1990
2006-01-01,Indian Ordnance Factories,India,2190
2006-01-01,Krauss-Maffei Wegmann,Germany,1440
2006-01-01,Serco Group,United Kingdom,1260
2006-01-01,Kawasaki Heavy Industries,Japan,1060
2006-01-01,Cobham,United Kingdom,1230
2006-01-01,Navantia,Spain,1350
2006-01-01,ManTech International Corp.,United States,1630
2006-01-01,Mitsubishi Electric Corp.,Japan,950
2006-01-01,Bechtel Corp.,United States,1510
2006-01-01,Rafael,Israel,1520
2006-01-01,Nexter,France,1020
2006-01-01,DynCorp International,United States,1360
2006-01-01,ST Engineering,Singapore,1530
2006-01-01,Diehl,Germany,1030
2006-01-01,Bumar Group,Poland,1090
2006-01-01,NEC Corp.,Japan,740
2006-01-01,Babcock International Group,United Kingdom,820
2006-01-01,GKN,United Kingdom,800
2006-01-01,Indra,Spain,890
2006-01-01,Irkut,Russia,840
2006-01-01,Ishikawajima-Harima Heavy Industries,Japan,660
2006-01-01,Precision Castparts Corp.,United States,1040
2006-01-01,Jacobs Engineering Group,United States,1010
2006-01-01,Bharat Electronics,India,1120
2006-01-01,EDO,United States,1000
2006-01-01,Tactical Missiles Corp.,Russia,740
2006-01-01,The Aerospace Corp.,United States,970
2006-01-01,General Atomics,United States,950
2006-01-01,Mitre Corp.,United States,940
2006-01-01,MTU Aero Engines,Germany,740
2006-01-01,Sukhoi,Russia,680
2006-01-01,Fincantieri,Italy,690
2006-01-01,Samsung Techwin,South Korea,620
2006-01-01,Curtiss-Wright Corp.,United States,880
2006-01-01,Korea Aerospace Industries,South Korea,610
2006-01-01,RAC MiG,Russia,650
2006-01-01,Cubic Corp.,United States,850
2006-01-01,Vought Aircraft Industries,United States,850
2006-01-01,Chugach Alaska Corporation,United States,830
2006-01-01,Moog,United States,830
2006-01-01,United Industrial,United States,830
2006-01-01,RUAG,Switzerland,810
2006-01-01,Teledyne Technologies,United States,820
2006-01-01,Shaw Group,United States,820
2006-01-01,ARINC,United States,820
2006-01-01,UMPO,Russia,600
2006-01-01,Ultra Electronics Group,United Kingdom,570
2006-01-01,Hyundai Heavy Industries,South Korea,560
2006-01-01,Tenix,Australia,700
2006-01-01,Severnaya Verf,Russia,580
2006-01-01,Ceradyne,United States,770
2006-01-01,Aerokosmicheskoe Oborudovanie,Russia,570
2006-01-01,Avio,Italy,600
2007-01-01,Boeing,United States,44780
2007-01-01,Lockheed Martin Corp.,United States,43190
2007-01-01,BAE Systems,United Kingdom,28310
2007-01-01,Northrop Grumman Corp.,United States,36140
2007-01-01,General Dynamics Corp.,United States,31620
2007-01-01,Raytheon,United States,28710
2007-01-01,EADS,Trans-European,13780
2007-01-01,L-3 Communications,United States,16510
2007-01-01,Finmeccanica,Italy,10610
2007-01-01,Thales,France,9530
2007-01-01,United Technologies Corp.,United States,12870
2007-01-01,Science Applications International Corp.,United States,9200
2007-01-01,Honeywell International,United States,7370
2007-01-01,KBR,United States,7350
2007-01-01,Rolls-Royce,United Kingdom,4420
2007-01-01,MBDA,Trans-European,4250
2007-01-01,DCNS,France,3930
2007-01-01,Computer Sciences Corp.,United States,5670
2007-01-01,ITT Corporation,United States,5660
2007-01-01,General Electric,United States,5080
2007-01-01,DRS Technologies,United States,4750
2007-01-01,Almaz-Antey,Russia,2720
2007-01-01,Saab,Sweden,2410
2007-01-01,AM General,United States,3920
2007-01-01,Safran,France,2600
2007-01-01,Electronic Data Systems,United States,3730
2007-01-01,Textron,United States,3690
2007-01-01,Alliant Techsystems,United States,3610
2007-01-01,Rheinmetall,Germany,2610
2007-01-01,Dassault Aviation Group,France,2420
2007-01-01,Mitsubishi Heavy Industries,Japan,2150
2007-01-01,URS Corp.,United States,3360
2007-01-01,Rockwell Collins,United States,3280
2007-01-01,QinetiQ,United Kingdom,2090
2007-01-01,CACI International,United States,3110
2007-01-01,Israel Aerospace Industries,Israel,2880
2007-01-01,Babcock International Group,United Kingdom,1850
2007-01-01,Elbit Systems,Israel,2810
2007-01-01,VT Group,United Kingdom,1810
2007-01-01,Booz Allen Hamilton,United States,2670
2007-01-01,CEA,France,1790
